playlist_id,playlist_name,total_followers_16_5,current_total_followers,raw_growth,followers,reason,date,created_at
34,UNHINGED Viral Mashups 2026 🔥 – TikTok & Instagram Trending Audio,0,22,22,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
35,TRENDING TikTok Mashups 2026 🔥 – Viral Transitions & Party Edits,0,59,59,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
36,SAVAGE Trending Mashup Transitions 2026 🔥 – Beat Drops & Viral Edits,0,15,15,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
37,NEXT LEVEL Viral Mashups 2026 🔥 – FYP Remix & Trending Sounds,0,6,6,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
49,Classical Techno Music 2026🎻 Orchestral Rave | Symphonic Techno | Epic Classical Electronic playlist,0,260,260,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
50,Liminal Space / Dreamcore | Surreal Ambient Music | Nostalgic & Eerie Vibes,0,105,105,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
447,"Mountain Biking 2026 | Power, Endurance & High-Intensity Conditioning 🚵🔥",0,36,36,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
448,"Ultra Marathon & Triathlon 2026 | Endurance, Stamina & Beast Mode Conditioning 🏔️🔥",0,54,54,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
449,"Military Workout 2026 | Strength, Stamina & No Excuses Intensity 🎖️🔥",0,39,39,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
450,GYM HOUSE 130-140 BPM 💪 HOUSE MIX 🏋️ WORKOUT MOTIVATION,0,126,126,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
451,"Boxing & Kickboxing Training 2026 | Conditioning, Power & Beast Mode Intensity 🥊🔥",0,99,99,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
452,"Gym Temazos 150 BPM | Éxitos Energéticos, Motivación & Canciones para Cardio 🔥💥",0,120,120,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
453,"Spinning Songs 150-160 BPM 2026 | Spinning Workout, Cycling Music & Spin Class 🚴‍♀️⚡",0,260,260,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
136,Cleanse Home & Body from Negative Energy | Healing Frequency Music 2026 🏋️😴,0,129,129,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
137,"741 Hz Cortisol Detox | Anxiety & Stress Relief, Full Body & Mind Cleanse 2026 🕺 🛌",0,120,120,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
454,Running Music 200 BPM | Super Fast Songs for Running & Extreme Speed Workouts ⚡🏃‍♂️,0,200,200,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
456,Power Cycling 2026 | High-Intensity Bike Training Music 🚴‍♂️⚡,0,103,103,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
2,AMAZING Mashups 2026 🔥 – Viral Sounds & Edit Transitions,0,22,22,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
457,Sprint Training 2026 | Fast Running Music & Speed Work ⚡🏃‍♂️,0,91,91,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
144,"Beatport Top 100 | Peak Time Techno, Driving Techno, Festival & Club Anthems 2026 🖤⚡",0,93,93,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
458,SALTY Hair Don’t Care 🌊 | Beach Sun Vibes Playlist ☀️,0,16,16,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
97,KRACHTIG Hardlopen 160-170 BPM 🔥 Running Muziek 160–170 BPM | Tempo Cardio Run Playlist,0,81,81,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
100,BRABO Running Music 180–190 BPM 🔥 Músicas Rápidas para Correr | Playlist Jogging,0,489,489,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
11,"EPIC TikTok Mashups & Remixes 2026 🔥 – Sped Up, Slow Reverb & Viral Edits",0,150,150,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
85,INTENSE Beach Workout 2026 🔥 | Summer Cardio & High Energy Training,0,40,40,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
138,"528 Hertz Sleep & DNA Repair | Healing Frequency, Deep Relaxation, Meditation 2026 😴✨",0,68,68,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
8,CRAZY Viral Mashups Nonstop 2026 🔥 – Trending Audio & FYP Mix,0,46,46,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
9,DYNAMIC TikTok Trending Mashups 2026 🔥 – Remix Edits & Party Energy,0,16,16,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
4,BLAZING Viral Mashups 2026 🔥 – TikTok Trending Sounds & Remixes,0,34,34,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
380,HIIT Training — ADRENALINE Rush — Power & Intensity Beats 🔥⚡,0,42,42,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
5,Mashup CORE Hits 2026 🔥 – Viral Social Media Sounds,0,12,12,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
139,"BEACH WAVES @ NIGHT 🌊 | Ocean Ambience, Deep Sleep & Relaxation Sounds",0,119,119,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
381,EXTREMO Running 150–160 BPM 🔥 Música Running 150–160 BPM | Playlist Tempo Run | Cardio,0,373,373,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
193,TREADMILL GYM 2026 👟 RUNNING BEATS ⚡ SPINNING WORKOUT MUSIC,0,186,186,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
382,ADRENALÍNICO Mix Ciclismo 2026 🔥 Playlist Spinning Indoor | Música Cardio Energética,0,77,77,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
10,ÉPICOS Mashups & Remixes do TikTok 2026 🔥 – Áudios em Alta nos Reels,0,56,56,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
141,"Healing Music & Nature Sounds | Relaxation, Stress Relief, Peaceful Ambience 2026 🌿🎧",0,122,122,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
31,UNSTOPPABLE Viral Mashups Nonstop 2026 🔥 – Trending Audio & FYP Mix,0,40,40,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
32,UNREAL Viral Remix Mashups 2026 🔥 – Social Media Party Hits,0,21,21,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
140,Sacred DRUID Meditation 🌿 | Celtic Forest Ambient & Ritual Atmosphere,0,86,86,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
412,"Techno Music for Life | Hard Techno, Melodic Techno, Rave Anthems, Underground Beats 2026 🖤☀️",0,155,155,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
98,Tactical Training — Adrenaline & Strength Music 🎯🔥,0,20,20,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
99,Military Workout Training — Intensity & Power 🎖️🔥,0,60,60,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
414,"Pure Adrenaline 🏋️⚡ | Techno & Hard Techno, Rave Energy, Workout & Peak Focus 🔊",0,46,46,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
385,INSANE Running 140–150 BPM 🔥 150–160 BPM Running Music | Tempo Run Playlist | Cardio Training Songs,0,323,323,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
156,Street Racing Vibes | Night Drive Music | Bass Boosted Car Playlist | High Speed Energy🎵,0,74,74,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
158,Dark Romance – Toxic Love & Obsessive Vibes,0,158,158,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
165,SAD VIOLIN 2026 🎻 EMOTIONAL CLASSICS 🌙 CALM INSTRUMENTALS,0,82,82,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
167,RAP LOVE SONGS 2026 💕 ROMANTIC HITS ❤️ HIP HOP BALLADS,0,178,178,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
171,COOL DOWN POST-WORKOUT Recovery & Relaxed Energy 🌙✨,0,33,33,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
176,ANIME PHONK GYM 2026 🔥 MUSCLE HACKING 💪 ANIME LIFTS,0,49,49,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
459,Mashup 2025,0,13,13,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
161,MÚSICA ÉPICA 2026 🐉 ORQUESTAL ⚔️ BATALLAS HEROICAS,0,102,102,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
388,Abs Workout 2026 | Sixpack Training & Core Burn 🔥💦,0,90,90,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
420,"EDM Club Bangers 2026 | Party Anthems, House Hits & Gym House 🔥🕺",0,343,343,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
392,BRUTAL Running 150–160 BPM 🔥 Música Running 150–160 BPM | Playlist Tempo Run | Cardio,0,94,94,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
25,LEGENDARY Trending Mashups 2026 🔥 – Edit Culture & Viral Transitions,0,18,18,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
26,MAD TikTok Viral Mashups 2026 🔥 – Trending Sounds & Hype Remixes,0,47,47,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
27,MAIN CHARACTER Mashups 2026 🔥 – TikTok Trending Remixes,0,11,11,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
386,Running Training — Beast Mode Beats 🏃‍♂️🔥,0,74,74,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
387,ADRÉNALINE 160–165 Running Rythmique 💪 | Musique Running 160 BPM | Playlist Tempo Run | Cardio,0,71,71,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
185,GYM HOUSE 2026 💪 HOUSE MIX 🏋️ WORKOUT MOTIVATION,0,665,665,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
389,INTENSE 160–165 Rhythmic Running 💪 | Fast Tempo Run Playlist | Cardio Training Songs,0,149,149,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
391,Home Workout 2026 | Full Body Training & High-Energy Fitness 🔥🏠,0,100,100,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
415,Canzoni da Palestra 2026 🔥 Migliori Brani per Allenamento e Motivazione | Musica per la Palestra 💃,0,205,205,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
416,"Hard Techno 2026 | Bangers Only, Rave Energy & Peak-Time Beats 🔥💃",0,88,88,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
417,"Rowing Machine Songs 2026 | Rowing Workout Music, Cardio & Power Training 🎶💪",0,154,154,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
418,"Spinning Songs 150-160 BPM 2026 | Spinning Workout, Cycling Music & Spin Class 🚴‍♀️⚡",0,175,175,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
199,LUXURY HOTEL LOUNGE 2026 ✨ CHILLOUT 🎶 ELEGANT VIBES,0,313,313,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
200,RUNNING MUSIC 170 BPM 2026 🏃‍♂️ HIGH-TEMPO ⚡ FAST BPM WORKOUT,0,172,172,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
421,SAVAGE BADDY Workout 2026 🍑💪 | Hot Gym Girly & Fitness Motivation,0,31,31,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
422,Running Music 200 BPM | Super Fast Songs for Running & Extreme Speed Workouts ⚡🏃‍♂️,0,475,475,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
423,"Workout 2026 | High Energy Exercise Music, Cardio Playlist & Dance Hits 🔥💪",0,54,54,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
390,Cool Down 2026 | Post-Workout Recovery & Relaxed Energy 🌙✨,0,107,107,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
439,"When My Spirit Is Weak  | Worship & Christian Songs, Faith, Healing, Prayer, Gospel Praise ",0,167,167,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
157,Depressing Songs for the Boys - Sad Boy Hours & Heartbreak,0,205,205,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
427,"Dance Night 2026 | Club Hits, Party Music & Nightlife Vibes 💃🔥",0,57,57,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
428,"Músicas para Aula de Spinning 2026 | Treino de Bike Indoor, Pop & EDM Energético 🚴‍♂️🎶",0,632,632,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
429,"Gymrat 2026 | Hardcore Workout Music, Gym Motivation & Beast Mode 💥🌌",0,242,242,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
402,Jump Rope & Rowing 2026 | Cardio Burn & Endurance Sweat 🔥🚣,0,44,44,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
443,Burpees & Lunges 2026 | Cardio Strength & Fat Burn 🔥💦,0,25,25,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
444,Pull Ups & Push Ups 2026 | Bodyweight Strength & Burn 🔥💪,0,30,30,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
433,"Songs for Rich People 2026 | Luxury Vibes, Money Music & Elite Energy 💸✨",0,72,72,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
434,Upbeat Pop Songs 2026 | Feel-Good Pop Hits & Happy Music ☀️🎶,0,166,166,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
435,Aerobic Workout Music 2026 | Cardio Songs for Aerobics & Fitness Training 💪,0,134,134,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
57,MIAMI Night Energy 🌴 | Mar-a-Lago Club & LIV Vibes,0,4,4,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
101,DEEP Studying for Exams 📚 | Focus Music | Study Playlist | Concentration Tracks,0,133,133,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
102,MAXIMALES Lernen für Prüfungen 📚 | Fokus Musik | Study Playlist | Konzentrationsmusik,0,57,57,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
172,CAR ENGINE SOUNDS 2026 🚗 VROOM VROOM ⚡ HIGH-SPEED TRACKS,0,119,119,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
142,"Deep Ambient Journeys 💥🧠 | Cinematic Atmospheres, Focus Music, Expansive Sound Design 2026 🌌",0,108,108,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
397,YOGA INSTRUMENTAL MUSIC 2026 🌸 CHILL VIBES 🌿 RELAXING FLOW,0,105,105,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
398,"Animal Flow Training 2026 | Bodyweight Strength, Mobility & Conditioning 🐾🔥",0,7,7,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
399,"Pilates & Hot Pilates 2026 | Core Strength, Conditioning & Flow 🔥🧘‍♀️",0,61,61,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
401,"Bulking Season 2026 | Heavy Lifting, Resistance & Mass Gains 💪🔥",0,19,19,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
436,"Trending Praise & Worship 2026  | Gospel Hits, Worship Songs, Christian Praise, Viral Worship 🙏",0,320,320,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
437,"Relaxing Saxophone Vibes 🎷🍷 | Lounge Jazz, Chill Sax, Smooth Instrumentals, Coffee Shop Music ✨",0,103,103,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
438,"Sweet Reggae & Riddim 2010–2026 🌴🔥 | Reggae Hits, Dancehall, Island Vibes, Summer Classics ✨",0,280,280,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
12,EPIC TikTok Trending Mashups 2026 🔥 – Remix Edits & Party Energy,0,59,59,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
14,EXPLOSIVE TikTok Mashup Party Mix 2026 🔥 – Hype Songs & Remix Drops,0,48,48,0,missing_or_zero_16_total,2026-05-17,2026-05-17 00:00:00
